region,state,count
West,Alaska,11324
West,Arizona,92798
West,California,527020
West,Colorado,68628
West,Hawaii,18887
West,Idaho,23737
West,Montana,12257
West,Nevada,37612
West,New Mexico,29000
West,Oregon,47132
West,Utah,53887
West,Washington,89313
West,Wyoming,7881
