region,state,count
West,Alaska,10996
West,Arizona,102429
West,California,562440
West,Colorado,70751
West,Hawaii,18982
West,Idaho,24184
West,Montana,12508
West,Nevada,40027
West,New Mexico,29936
West,Oregon,48689
West,Utah,53504
West,Washington,86876
West,Wyoming,7672
