region,state,count
Northeast,Connecticut,38896
Northeast,Maine,13470
Northeast,Massachusetts,75016
Northeast,New Hampshire,13377
Northeast,New Jersey,110331
Northeast,New York,248110
Northeast,Pennsylvania,146434
Northeast,Rhode Island,11442
Northeast,Vermont,6110
